sql,sentences_fr
SELECT sum(T1.attendance) FROM home_game AS T1 JOIN team AS T2 ON T1.team_id = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' AND T1.year BETWEEN 2000 AND 2010;,Quelle est la fréquentation totale des matchs à domicile de l'équipe Boston Red Stockings de 2000 à 2010 ?
SELECT sum(T1.attendance) FROM home_game AS T1 JOIN team AS T2 ON T1.team_id = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' AND T1.year BETWEEN 2000 AND 2010;,À combien de matchs au total l'équipe des Boston Red Stockings a-t-elle assisté de 2000 à 2010 ?
SELECT sum(T1.salary) FROM salary AS T1 JOIN player AS T2 ON T1.player_id = T2.player_id WHERE T2.name_first = 'Len' AND T2.name_last = 'Barker' AND T1.year BETWEEN 1985 AND 1990;,Combien le joueur avec le prénom Len et le nom de famille Barker a-t-il gagné entre 1985 et 1990 au total ?
SELECT sum(T1.salary) FROM salary AS T1 JOIN player AS T2 ON T1.player_id = T2.player_id WHERE T2.name_first = 'Len' AND T2.name_last = 'Barker' AND T1.year BETWEEN 1985 AND 1990;,Calculez le salaire total que le joueur avec le prénom Len et le nom de famille Barker a reçu entre 1985 et 1990.
"SELECT T2.name_first , T2.name_last FROM salary AS T1 JOIN player AS T2 ON T1.player_id = T2.player_id JOIN team AS T3 ON T3.team_id_br = T1.team_id WHERE T1.year = 2005 AND T3.name = 'Washington Nationals' INTERSECT SELECT T2.name_first , T2.name_last FROM salary AS T1 JOIN player AS T2 ON T1.player_id = T2.player_id JOIN team AS T3 ON T3.team_id_br = T1.team_id WHERE T1.year = 2007 AND T3.name = 'Washington Nationals'",Indiquez le prénom et le nom des joueurs qui ont reçu un salaire de l'équipe des Nationals de Washington en 2005 et 2007.
"SELECT T2.name_first , T2.name_last FROM salary AS T1 JOIN player AS T2 ON T1.player_id = T2.player_id JOIN team AS T3 ON T3.team_id_br = T1.team_id WHERE T1.year = 2005 AND T3.name = 'Washington Nationals' INTERSECT SELECT T2.name_first , T2.name_last FROM salary AS T1 JOIN player AS T2 ON T1.player_id = T2.player_id JOIN team AS T3 ON T3.team_id_br = T1.team_id WHERE T1.year = 2007 AND T3.name = 'Washington Nationals'",Quels sont le prénom et le nom des joueurs qui ont été payés par l'équipe des Nationals de Washington en 2005 et 2007 ?
SELECT sum(T1.games) FROM home_game AS T1 JOIN team AS T2 ON T1.team_id = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' AND T1.year BETWEEN 1990 AND 2000;,Combien de matchs à domicile l'équipe des Boston Red Stockings a-t-elle disputés entre 1990 et 2000 au total ?
SELECT sum(T1.games) FROM home_game AS T1 JOIN team AS T2 ON T1.team_id = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' AND T1.year BETWEEN 1990 AND 2000;,Comptez le nombre total de matchs auxquels l'équipe des Boston Red Stockings a assisté de 1990 à 2000.
SELECT T2.name FROM home_game AS T1 JOIN team AS T2 ON T1.team_id = T2.team_id_br WHERE T1.year = 1980 ORDER BY T1.attendance ASC LIMIT 1;,Quelle équipe a eu le moins de présences dans les matchs à domicile en 1980 ?
SELECT T2.name FROM home_game AS T1 JOIN team AS T2 ON T1.team_id = T2.team_id_br WHERE T1.year = 1980 ORDER BY T1.attendance ASC LIMIT 1;,Trouvez l'équipe qui a assisté au moins de matchs à domicile en 1980.
SELECT state FROM park GROUP BY state HAVING count(*) > 2;,Énumérez les noms des États qui ont plus de 2 parcs.
SELECT state FROM park GROUP BY state HAVING count(*) > 2;,Quels États ont plus de 2 parcs ?
SELECT count(*) FROM team_franchise WHERE active = 'Y';,"Combien de franchises d'équipe sont actives, avec une valeur active « Y » ?"
SELECT count(*) FROM team_franchise WHERE active = 'Y';,"Trouver le nombre de franchises d'équipe qui sont actives (avoir 'Y' comme information ""active"")."
SELECT city FROM park GROUP BY city HAVING count(*) BETWEEN 2 AND 4;,Quelles villes ont 2 à 4 parcs ?
SELECT city FROM park GROUP BY city HAVING count(*) BETWEEN 2 AND 4;,Trouvez toutes les villes qui ont 2 à 4 parcs.
SELECT T2.park_name FROM home_game AS T1 JOIN park AS T2 ON T1.park_id = T2.park_id WHERE T1.year = 2008 ORDER BY T1.attendance DESC LIMIT 1;,Quel parc a eu le plus de fréquentation en 2008 ?
SELECT T2.park_name FROM home_game AS T1 JOIN park AS T2 ON T1.park_id = T2.park_id WHERE T1.year = 2008 ORDER BY T1.attendance DESC LIMIT 1;,Quel parc a été le plus visité en 2008 ?
SELECT count(*) FROM camera_lens WHERE focal_length_mm > 15,Combien d'objectifs d'appareil photo ont une distance focale supérieure à 15 mm ?
"SELECT brand , name FROM camera_lens ORDER BY max_aperture DESC",Trouvez la marque et le nom de chaque objectif d'appareil photo et triez-les par ordre décroissant d'ouverture maximale.
"SELECT id , color , name FROM photos","Indiquez l'identifiant, le jeu de couleurs et le nom de toutes les photos."
"SELECT max(height) , avg(height) FROM mountain",Quelle est la hauteur maximale et moyenne des montagnes ?
SELECT avg(prominence) FROM mountain WHERE country = 'Morocco',Quelle est la proéminence moyenne des montagnes dans le pays 'Maroc' ?
"SELECT name , height , prominence FROM mountain WHERE range != 'Aberdare Range'","Quels sont le nom, la hauteur et la proéminence des montagnes qui n'appartiennent pas à la chaîne ""Aberdare Range"" ?"
"SELECT T1.id , T1.name FROM mountain AS T1 JOIN photos AS T2 ON T1.id = T2.mountain_id WHERE T1.height > 4000",Quels sont l'identifiant et le nom des photos pour les montagnes ?
"SELECT T1.id , T1.name FROM mountain AS T1 JOIN photos AS T2 ON T1.id = T2.mountain_id GROUP BY T1.id HAVING count(*) >= 2",Quels sont l'identifiant et le nom des montagnes qui ont au moins 2 photos ?
SELECT T2.name FROM photos AS T1 JOIN camera_lens AS T2 ON T1.camera_lens_id = T2.id GROUP BY T2.id ORDER BY count(*) DESC LIMIT 1,Quels sont les noms des appareils photo qui ont photographié le plus de montagnes ?
SELECT T1.name FROM camera_lens AS T1 JOIN photos AS T2 ON T2.camera_lens_id = T1.id WHERE T1.brand = 'Sigma' OR T1.brand = 'Olympus',Comment s'appellent les photos prises avec la marque d'objectif 'Sigma' ou 'Olympus' ?
SELECT count(DISTINCT brand) FROM camera_lens,Combien y a-t-il de types différents de marques de lentilles ?
SELECT count(*) FROM camera_lens WHERE id NOT IN ( SELECT camera_lens_id FROM photos ),Combien d'objectifs d'appareil photo ne sont pas utilisés pour prendre des photos ?
SELECT count(DISTINCT T2.camera_lens_id) FROM mountain AS T1 JOIN photos AS T2 ON T1.id = T2.mountain_id WHERE T1.country = 'Ethiopia',Combien de types distincts d'objectifs d'appareils photo sont utilisés pour prendre des photos de montagnes dans le pays « Éthiopie » ?
SELECT T3.brand FROM mountain AS T1 JOIN photos AS T2 ON T1.id = T2.mountain_id JOIN camera_lens AS T3 ON T2.camera_lens_id = T3.id WHERE T1.range = 'Toubkal Atlas' INTERSECT SELECT T3.brand FROM mountain AS T1 JOIN photos AS T2 ON T1.id = T2.mountain_id JOIN camera_lens AS T3 ON T2.camera_lens_id = T3.id WHERE T1.range = 'Lasta Massif',Lister les marques d'objectifs qui ont pris à la fois une photo de montagne avec la gamme 'Toubkal Atlas' et une photo de montagne avec la gamme 'Lasta Massif'
"SELECT name , prominence FROM mountain EXCEPT SELECT T1.name , T1.prominence FROM mountain AS T1 JOIN photos AS T2 ON T1.id = T2.mountain_id JOIN camera_lens AS T3 ON T2.camera_lens_id = T3.id WHERE T3.brand = 'Sigma'",Montrez le nom et l'importance des montagnes dont la photo n'est pas prise par un objectif de marque 'Sigma'.
"SELECT name FROM camera_lens WHERE name LIKE ""%Digital%""","Répertoriez les noms d'objectifs de caméra contenant la sous-chaîne ""Digital""."
"SELECT T1.name , count(*) FROM camera_lens AS T1 JOIN photos AS T2 ON T1.id = T2.camera_lens_id GROUP BY T1.id ORDER BY count(*)",Quel est le nom de chaque objectif d'appareil photo et le nombre de photos prises par celui-ci ? Triez le résultat par le nombre de photos.
SELECT name FROM channel WHERE OWNER != 'CCTV',Trouvez les noms des chaînes qui n'appartiennent pas à CCTV.
SELECT name FROM channel WHERE OWNER != 'CCTV',Quelles chaînes n'appartiennent pas à CCTV ? Donnez-moi les noms des chaînes.
SELECT name FROM channel ORDER BY rating_in_percent DESC,"Répertoriez tous les noms de chaînes classés par classement en pourcentage, du plus grand au plus petit."
SELECT name FROM channel ORDER BY rating_in_percent DESC,Donnez-moi une liste de tous les noms de chaînes triés par classement des chaînes dans l'ordre décroissant.
SELECT OWNER FROM channel ORDER BY rating_in_percent DESC LIMIT 1,Quel est le propriétaire de la chaîne qui a le taux d'audience le plus élevé ?
SELECT OWNER FROM channel ORDER BY rating_in_percent DESC LIMIT 1,Montrez-moi le propriétaire de la chaîne avec la note la plus élevée.
SELECT count(*) FROM program,combien y a-t-il de programmes ?
SELECT count(*) FROM program,Comptez le nombre de programmes.
SELECT name FROM program ORDER BY launch,"répertorier tous les noms de programmes, classés par heure de lancement."
SELECT name FROM program ORDER BY launch,"Quelle est la liste des noms de programmes, triés par ordre de date de lancement ?"
"SELECT name , origin , OWNER FROM program","Indiquez le nom, l'origine et le propriétaire de chaque programme."
"SELECT name , origin , OWNER FROM program","Quels sont le nom, l'origine et le propriétaire de chaque programme ?"
SELECT name FROM program ORDER BY launch DESC LIMIT 1,trouver le nom du programme qui a été lancé le plus récemment.
SELECT name FROM program ORDER BY launch DESC LIMIT 1,Quel programme a été lancé le plus récemment ? Renvoie le nom du programme.
SELECT sum(Share_in_percent) FROM channel WHERE OWNER = 'CCTV',trouver la part totale en pourcentage de toutes les chaînes détenues par CCTV.
SELECT sum(Share_in_percent) FROM channel WHERE OWNER = 'CCTV',Quelle est la part totale (en pourcentage) de toutes les chaînes détenues par CCTV ?
SELECT t1.name FROM channel AS t1 JOIN broadcast AS t2 ON t1.channel_id = t2.channel_id WHERE t2.time_of_day = 'Morning',Retrouvez les noms des chaînes qui sont diffusées le matin.
SELECT t1.name FROM channel AS t1 JOIN broadcast AS t2 ON t1.channel_id = t2.channel_id WHERE t2.time_of_day = 'Morning',Quelles chaînes sont diffusées le matin ? Donnez-moi les noms des chaînes.
SELECT t1.name FROM channel AS t1 JOIN broadcast AS t2 ON t1.channel_id = t2.channel_id WHERE t2.time_of_day = 'Morning' INTERSECT SELECT t1.name FROM channel AS t1 JOIN broadcast AS t2 ON t1.channel_id = t2.channel_id WHERE t2.time_of_day = 'Night',quels sont les noms des chaînes qui diffusent le matin et le soir ?
SELECT t1.name FROM channel AS t1 JOIN broadcast AS t2 ON t1.channel_id = t2.channel_id WHERE t2.time_of_day = 'Morning' INTERSECT SELECT t1.name FROM channel AS t1 JOIN broadcast AS t2 ON t1.channel_id = t2.channel_id WHERE t2.time_of_day = 'Night',Quelles chaînes diffusent à la fois le matin et le soir ? Donnez-moi les noms des chaînes.
"SELECT count(*) , time_of_day FROM broadcast GROUP BY time_of_day",combien de programmes sont diffusés dans chaque tranche horaire de la journée ?
"SELECT count(*) , time_of_day FROM broadcast GROUP BY time_of_day",Comptez le nombre de programmes diffusés pour chaque tranche horaire d'une journée.
SELECT count(DISTINCT program_id) FROM broadcast WHERE time_of_day = 'Night',trouver le nombre de programmes différents qui sont diffusés pendant la nuit.
SELECT count(DISTINCT program_id) FROM broadcast WHERE time_of_day = 'Night',"Combien de programmes distincts sont diffusés à l'heure ""Nuit"" ?"
"SELECT name FROM program EXCEPT SELECT t1.name FROM program AS t1 JOIN broadcast AS t2 ON t1.program_id = t2.program_id WHERE t2.Time_of_day = ""Morning""",Retrouvez les noms des programmes qui ne sont jamais diffusés le matin.
"SELECT name FROM program EXCEPT SELECT t1.name FROM program AS t1 JOIN broadcast AS t2 ON t1.program_id = t2.program_id WHERE t2.Time_of_day = ""Morning""",Quels programmes ne sont jamais diffusés le matin ? Donnez-moi les noms des programmes.
"SELECT t1.owner FROM program AS t1 JOIN broadcast AS t2 ON t1.program_id = t2.program_id WHERE t2.Time_of_day = ""Morning"" INTERSECT SELECT t1.owner FROM program AS t1 JOIN broadcast AS t2 ON t1.program_id = t2.program_id WHERE t2.Time_of_day = ""Night""",trouver les propriétaires de programmes qui ont des programmes à la fois le matin et le soir.
"SELECT t1.owner FROM program AS t1 JOIN broadcast AS t2 ON t1.program_id = t2.program_id WHERE t2.Time_of_day = ""Morning"" INTERSECT SELECT t1.owner FROM program AS t1 JOIN broadcast AS t2 ON t1.program_id = t2.program_id WHERE t2.Time_of_day = ""Night""",Qui sont les propriétaires des programmes diffusés à la fois le matin et le soir ?
SELECT origin FROM program ORDER BY origin,Listez toutes les origines des programmes dans l'ordre alphabétique.
SELECT origin FROM program ORDER BY origin,Quelle est la liste des origines des programmes classées par ordre alphabétique ?
SELECT count(DISTINCT OWNER) FROM channel,quel est le nombre de propriétaires de chaînes différents ?
SELECT count(DISTINCT OWNER) FROM channel,Comptez le nombre de propriétaires de canaux distincts.
SELECT name FROM program WHERE origin != 'Beijing',trouver les noms de programmes dont l'origine n'est pas à Pékin.
SELECT name FROM program WHERE origin != 'Beijing',"Quels programmes ne sont pas originaires de ""Pékin"" ? Donnez-moi les noms des programmes."
SELECT name FROM channel WHERE OWNER = 'CCTV' OR OWNER = 'HBS',Quels sont les noms des chaînes détenues par CCTV ou HBS ?
SELECT name FROM channel WHERE OWNER = 'CCTV' OR OWNER = 'HBS',Répertorier les noms de toutes les chaînes détenues par CCTV ou HBS
"SELECT sum(Rating_in_percent) , OWNER FROM channel GROUP BY OWNER",Trouvez le ratio de classement total pour chaque propriétaire de chaîne.
"SELECT sum(Rating_in_percent) , OWNER FROM channel GROUP BY OWNER",Quelle est la note totale de la chaîne pour chaque propriétaire de chaîne ?
SELECT t1.name FROM program AS t1 JOIN broadcast AS t2 ON t1.program_id = t2.program_id GROUP BY t2.program_id ORDER BY count(*) DESC LIMIT 1,Trouvez le nom du programme qui est diffusé le plus fréquemment.
SELECT t1.name FROM program AS t1 JOIN broadcast AS t2 ON t1.program_id = t2.program_id GROUP BY t2.program_id ORDER BY count(*) DESC LIMIT 1,Quelle émission est diffusée le plus souvent ? Donnez-moi le nom du programme.
SELECT count(*) FROM COURSES,Combien y a-t-il de cours au total ?
SELECT count(*) FROM COURSES,Trouver le nombre total de cours offerts.
SELECT count(*) FROM COURSES,Combien de cours au total sont répertoriés ?
SELECT count(*) FROM COURSES,Combien y a-t-il de cours ?
"SELECT course_description FROM COURSES WHERE course_name = ""database""","Quelles sont les descriptions des cours avec le nom ""base de données"" ?"
"SELECT course_description FROM COURSES WHERE course_name = ""database""","Renvoie la description des cours nommés ""base de données""."
"SELECT course_description FROM COURSES WHERE course_name = ""database""",Comment est décrit le cours de mathématiques ?
"SELECT course_description FROM COURSES WHERE course_name = ""database""",Quelles sont les descriptions de tous les cours de mathématiques ?
"SELECT address_line_1 FROM Course_Authors_and_Tutors WHERE personal_name = ""Cathrine""","Quelles sont les adresses des auteurs de cours ou des tuteurs avec le nom personnel ""Cathrine"""
"SELECT address_line_1 FROM Course_Authors_and_Tutors WHERE personal_name = ""Cathrine""","Renvoyez les adresses des auteurs de cours ou tuteurs dont le nom personnel est ""Cathrine""."
SELECT address_line_1 FROM Course_Authors_and_Tutors,Indiquez les adresses de tous les auteurs ou tuteurs du cours.
SELECT address_line_1 FROM Course_Authors_and_Tutors,Quelle est l'adresse de chaque auteur ou tuteur de cours ?
"SELECT login_name , family_name FROM Course_Authors_and_Tutors",Dressez la liste de tous les noms de connexion et noms de famille de l'auteur du cours et des tuteurs.
